0.0123,0.700464,0.00537993
0.012915,0.69304,0.00458771
0.0135608,0.698883,0.00403069
0.0142388,0.688379,0.00347765
0.0149507,0.688869,0.00299459
0.0156983,0.683959,0.00264457
0.0164832,0.683939,0.00238162
0.0173073,0.653598,0.00296708
0.0181727,0.432526,0.00339465
0.0190813,0.190229,0.00143443
0.0200354,0.104531,0.000767167
0.0210372,0.0659876,0.000477634
0.022089,0.0455552,0.000327722
0.0231935,0.0325269,0.000237793
0.0243532,0.0236848,0.000173557
0.0255708,0.0168961,0.000125897
0.0268494,0.0130155,9.90848e-05
0.0281918,0.00974578,7.57369e-05
0.0296014,0.00739156,5.9626e-05
0.0310815,0.005698,4.74239e-05
0.0326356,0.00445719,3.87631e-05
0.0342673,0.00338417,3.12039e-05
0.0359807,0.00259253,2.3564e-05
0.0377797,0.00199428,1.96261e-05
0.0396687,0.00156344,1.66444e-05
0.0416522,0.00120762,1.41813e-05
0.0437348,0.000923674,1.19133e-05
0.0459215,0.000707021,9.86291e-06
0.0482176,0.000546369,8.25315e-06
0.0506285,0.000414352,6.89199e-06
0.0531599,0.000311334,5.69837e-06
0.0558179,0.000238024,4.72674e-06
0.0586088,0.000180441,3.92691e-06
0.0615392,0.000135459,3.28084e-06
0.0646162,9.60806e-05,2.65285e-06
0.067847,6.88233e-05,2.4283e-06
0.0712393,5.43332e-05,2.14971e-06
0.0748013,3.89379e-05,1.68856e-06
0.0785414,2.91783e-05,1.3316e-06
0.0824684,2.42811e-05,1.11439e-06
0.0865919,1.97671e-05,9.26877e-07
0.0909215,1.49391e-05,7.41974e-07
0.0954675,1.20114e-05,6.15398e-07
0.100241,1.03918e-05,5.35053e-07
0.105253,9.87193e-06,4.96546e-07
0.110516,8.40838e-06,4.42676e-07
0.116041,8.11871e-06,4.27673e-07
0.121843,7.6684e-06,4.09862e-07
0.127936,7.05755e-06,3.81955e-07
0.134332,6.85227e-06,3.62749e-07
0.141049,6.5643e-06,3.43169e-07
0.148102,6.2944e-06,3.26914e-07
0.155506,5.97845e-06,3.10409e-07
0.163282,5.99468e-06,3.0461e-07
0.171446,5.82046e-06,2.98544e-07
0.180018,5.3454e-06,2.85365e-07
0.189019,4.93698e-06,2.74828e-07
0.19847,5.094e-06,2.88051e-07
0.208394,4.75774e-06,2.9347e-07
0.218813,4.50476e-06,3.08815e-07
0.229754,4.14882e-06,3.22991e-07
0.241242,4.21612e-06,3.5369e-07
0.253304,3.96069e-06,3.63667e-07
0.265969,4.18634e-06,3.9983e-07
0.279267,4.06264e-06,4.16314e-07
0.293231,3.82405e-06,4.26128e-07
0.307892,3.87682e-06,4.51444e-07
0.322701,3.89063e-06,4.83208e-07
